athlete_name,country,date,event,location,distance,current_type,temp,field_size,time,place,,,,
Alexandre Lages Brion,ESP,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,6906.005568,20,,,,
Escriba Pol Yagües,ESP,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,6909.000192,21,,,,
Naim Mokhfi,FRA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7007.006304,22,,,,
David Sebesta,CZE,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7012.001952,23,,,,
Leo Ouabdesselam,FRA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7077.00672,24,,,,
Bogdan Petre,ROU,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7155.001728,25,,,,
Hugo Saillard,FRA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7161.008256,26,,,,
Vojislav Sterba,CZE,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7229.000736,27,,,,
Martin Straka,CZE,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7257.00384,28,,,,
Enrique Gutierrez Ramirez,ESP,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7304.003712,29,,,,
Levente Selmeci,HUN,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7326.00288,30,,,,
Jules Remy,FRA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7337.0016,31,,,,
Jakub Kacerovsky,CZE,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7348.002048,32,,,,
Leo Teule,FRA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7547.008032,33,,,,
Wielligh Reino Von,RSA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7578.002304,34,,,,
Maxim Suk,CZE,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7725.007584,35,,,,
Zac Ellis,RSA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7772.006592,36,,,,
Reece Zowitsky,RSA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,7957.999872,37,,,,
Refiloe Mashao,RSA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,8000.002368,38,,,,
Baptiste Kukla,FRA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,8001.003744,39,,,,
Abdul-Malik Railoun,RSA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,8108.00496,40,,,,
Joshua Tucker,RSA,06/29/2019,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,43,8270.005824,41,,,,
end,,,2019_06_29_LEN_Barcelona_10km,,,,,,,0,,,,
Athanasios Kynigakis,GRE,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6424.005024,1,,,,
Daniel Szekelyi,HUN,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6428.002752,2,,,,
Yuval Safra,ISR,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6429.000672,3,,,,
Artem Mamushkin,RUS,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6447.009024,4,,,,
Matej Kozubek,CZE,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6452.002944,5,,,,
Andrea Manzi,ITA,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6453.006048,6,,,,
Idan Mordel,ISR,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6456.005856,7,,,,
Asterios Daldogiannis,GRE,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6458.00688,8,,,,
Vladislav Utrobin,RUS,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6459.00912,9,,,,
Tiago Campos,POR,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6459.002208,10,,,,
Rafael Gil,POR,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6461.008416,11,,,,
Evgenij Pop Acev,MKD,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6462.004608,12,,,,
Andrea Bianchi,ITA,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6465.0096,13,,,,
Ilia Okorokov,RUS,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6469.0056,14,,,,
Dmitri Titov,RUS,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6585.002784,15,,,,
Aleksandr Astapov,RUS,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6605.000064,16,,,,
Vojislav Sterba,CZE,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6606.006624,17,,,,
Martin Straka,CZE,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,6658.002144,18,,,,
Aleksandar Ilievski,MKD,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,7171.003008,19,,,,
Davor Petrovski,MKD,08/18/2019,LEN Cup,"Ohrid Lake, MKD",10,No Current,Neutral,20,7419.006432,20,,,,
end,,,2019_08_18_LEN_OhridLake_10km,,,,,,,0,,,,
Sören Dellef Meissner,GER,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4102.0128,1,,,,
Yuval Safra,ISR,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4105,2,,,,
Denis Adeev,RUS,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4105,3,,,,
Matej Kozubek,CZE,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4106,4,,,,
Vladislav Utrobin,RUS,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4109,5,,,,
Aleksandr Astapov,RUS,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4111,6,,,,
Aron Schmidt,GER,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4113,7,,,,
Artem Mamushkin,RUS,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4114,8,,,,
Vit Ingeduld,CZE,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4114,9,,,,
Vojislav Sterba,CZE,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4114,10,,,,
Mattias Glenesk,SWE,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4124,11,,,,
Christopher Jedel,SWE,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4126,12,,,,
Frederik Bojesen,DEN,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4205,13,,,,
Nicholas James Malan,RSA,08/31/2019,LEN Cup,"Copenhagen, DEN",6,No Current,Neutral,14,4756,14,,,,
end,,,2019_08_31_LEN_Copenhagen_6km,,,,,,,0,,,,
Kirill Abrosimov,RUS,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,45,6729.31,1,,,,
Denis Adeev,RUS,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6738.16,2,,,,
Matan Roditi,ISR,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6739.16,3,,,,
Tobias Patrick Robinson,GBR,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6741.46,4,,,,
Matej Kozubek,CZE,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6742.51,5,,,,
Yuval Safra,ISR,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6750.36,6,,,,
Evgenii Drattcev,RUS,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6753.41,7,,,,
Kirill Belyaev,RUS,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6756.36,8,,,,
Anton Evsikov,RUS,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6756.56,9,,,,
Ido Gal,ISR,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6759.36,10,,,,
Pepijn Smits,NED,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6771.46,11,,,,
Artem Mamushkin,RUS,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6774.36,12,,,,
Vit Ingeduld,CZE,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6790.16,13,,,,
Krzysztof Pielowski,POL,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6888.81,14,,,,
Yonatan Ahdut,ISR,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6889.86,15,,,,
Tamas Farkas,SRB,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6905.81,16,,,,
Shahar Resman,ISR,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6907.61,17,,,,
Elliot Sodemann,SWE,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6910.66,18,,,,
Igor Chervynskiy,UKR,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6912.06,19,,,,
Ziv Cohen,ISR,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6912.16,20,,,,
Dmitri Titov,RUS,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6913.41,21,,,,
Kirill Dolgov,RUS,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6916.96,22,,,,
Bar Soloveychik,ISR,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6919.81,23,,,,
Batuhan Ecrin Pinar,TUR,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,6996.46,24,,,,
Bogdan Petre,ROU,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7043.51,25,,,,
Daniel Polishschuk,ISR,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7049.51,26,,,,
Fedor Matveev,RUS,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7117.51,27,,,,
Levy Orr Horev,ISR,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7118.21,28,,,,
Yonatan Sharon Rosin,ISR,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7121.36,29,,,,
Idan Mordel,ISR,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7129.71,30,,,,
Christopher Jedel,SWE,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7141.31,31,,,,
Vladislav Utrobin,RUS,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7158.86,32,,,,
Alper Cagatay Ustununal,TUR,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7291.86,33,,,,
Polat Uzer Turnali,TUR,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7675.11,34,,,,
Sander Paavo,EST,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7759.76,35,,,,
Moshe Tzur Dvir,ISR,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7795.41,36,,,,
Jakub Poliacik,SVK,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7841.26,37,,,,
Nikita Arzibachev,ISR,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7863.66,38,,,,
Filip Polak,SVK,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7892.21,39,,,,
Ben Kaplan,ISR,03/08/2020,LEN Cup,"Eilat, ISR",10,No Current,Neutral,70,7962.06,40,,,,
end,,,2020_03_08_LEN_Eilat_10km,,,,,,,0,,,,
athlete_name,country,date,event,location,distance,current_type,temp,field_size,time,1,,,,
Marc-Antoine Olivier,FRA,08/14/2021,LEN Cup,"Lake Ohrid, MKD",10,No Current,Neutral,12,7856,2,,,,
Dario Verani,ITA,08/14/2021,LEN Cup,"Lake Ohrid, MKD",10,No Current,Neutral,12,7856.7,3,,,,
Niklas Frach,GER,08/14/2021,LEN Cup,"Lake Ohrid, MKD",10,No Current,Neutral,12,7860.4,4,,,,
Fabio Dalu,ITA,08/14/2021,LEN Cup,"Lake Ohrid, MKD",10,No Current,Neutral,12,7867,5,,,,
Athanasios Kynigakis,GRE,08/14/2021,LEN Cup,"Lake Ohrid, MKD",10,No Current,Neutral,12,7869,6,,,,
Tiago Campos,POR,08/14/2021,LEN Cup,"Lake Ohrid, MKD",10,No Current,Neutral,12,7870.1,7,,,,
Ido Gal,ISR,08/14/2021,LEN Cup,"Lake Ohrid, MKD",10,No Current,Neutral,12,7914.4,8,,,,
Evgenij Pop Acev,MKD,08/14/2021,LEN Cup,"Lake Ohrid, MKD",10,No Current,Neutral,12,7938.4,9,,,,
Matej Kozubek,CZE,08/14/2021,LEN Cup,"Lake Ohrid, MKD",10,No Current,Neutral,12,7978.5,10,,,,
Martim Carvalho,POR,08/14/2021,LEN Cup,"Lake Ohrid, MKD",10,No Current,Neutral,12,8571.3,11,,,,
Aleksandar Ilievski,MKD,08/14/2021,LEN Cup,"Lake Ohrid, MKD",10,No Current,Neutral,12,8577.9,12,,,,
end,,,2021_08_14_LEN_LakeOhrid_10km,,,,,,,0,,,,
Florian Wellbrock,GER,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,6500.01024,1,,,,
Domenico Acerenza,ITA,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,6501.079872,2,,,,
Gregorio Paltrinieri,ITA,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,6507.080352,3,,,,
Kristof Rasovszky,HUN,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,6520.010112,4,,,,
Oliver Klemet,GER,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,6521.079744,5,,,,
Marcel Schouten,NED,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,6525.04032,6,,,,
Andrea Manzi,ITA,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,6526.070208,7,,,,
Dario Verani,ITA,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,6529.000032,8,,,,
Daniel Szekelyi,HUN,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,6530.085216,9,,,,
Marc-Antoine Olivier,FRA,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,6539.08032,10,,,,
Axel Reymond,FRA,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,6578.019936,11,,,,
Guillem Pujol,ESP,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,6580.039968,12,,,,
Ben Langner,GER,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,6582.049632,13,,,,
Matthieu Magne,FRA,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,6589.090368,14,,,,
Angel De Oña Ramirez,ESP,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,6594.060096,15,,,,
Vincent Crooijmans,NED,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,6608.049984,16,,,,
Alejandro Puebla Martinez,ESP,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,6631.020288,17,,,,
Elliot Sodemann,SWE,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,6635.019744,18,,,,
Sander Crooijmans,NED,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,6696.069984,19,,,,
Raul Santiago Betancor,ESP,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,6704.089632,20,,,,
Pol Gil,ESP,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,6825.009888,21,,,,
Carlos Garach Benito,ESP,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,6885,22,,,,
Christian Schreiber,SUI,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,7155,23,,,,
Rob Muffels,GER,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,7271.06976,24,,,,
Diogo Cardoso,POR,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,7272.000288,25,,,,
László Gálicz,HUN,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,7299.0504,26,,,,
Theo Druenne,MON,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,7551.049824,27,,,,
Enzo Oumailia,FRA,09/25/2021,LEN Cup,"Barcelona, ESP",10,No Current,Neutral,32,7605.029952,28,,,,
end,,,2021_09_25_LEN_Barcelona_10km,,,,,,,0,,,,
Gregorio Paltrinieri,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,6826.004352,1,,,,
Domenico Acerenza,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,6826.005216,2,,,,
Kristof Rasovszky,HUN,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,6827.002272,3,,,,
Dario Verani,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,6827.00832,4,,,,
Andrea Manzi,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,6830.000352,5,,,,
Axel Reymond,FRA,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,6831.002592,6,,,,
Pasquale Sanzullo,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,6833.003616,7,,,,
Marcel Schouten,NED,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,6834.003264,8,,,,
David Betlehem,HUN,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,6834.005856,9,,,,
Matteo Furlan,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,6834.007584,10,,,,
Andreas Waschburger,GER,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,6835.00896,11,,,,
Aaron Elias Schmidt,GER,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,6835.999968,12,,,,
Daniel Szekelyi,HUN,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,6836.005152,13,,,,
Adam Pinter,HUN,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,6871.009248,14,,,,
Aleksandr Stepanov,RUS,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,6876.008352,15,,,,
Matthieu Magne,FRA,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,6888.000672,16,,,,
Martin Straka,CZE,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,6890.005152,17,,,,
Andrea Filadelli,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,6894.999936,18,,,,
Linus Schwedler,GER,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,6915.004128,19,,,,
Mark Kovacsics,HUN,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,6919.000128,20,,,,
Ben Langner,GER,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,6925.004064,21,,,,
Arshak Hambardzumyan,HUN,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,6925.006656,22,,,,
Emanuele Russo,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,6925.009248,23,,,,
Zalan Sarkany,HUN,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,6933.009024,24,,,,
Ruslan Sadykov,RUS,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,6950.00736,25,,,,
Aleksander Lyubavskiy,RUS,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,7013.007648,26,,,,
Giuseppe Ilario,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,7014.00816,27,,,,
Alexandre Verplaetse,FRA,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,7026.005664,28,,,,
Roman Sulev,RUS,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,7047.006048,29,,,,
Peter Galicz,HUN,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,7084.003392,30,,,,
Vladimir Muratov,RUS,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,7170.00768,31,,,,
Christopher Jedel,SWE,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,7194.007872,32,,,,
Ivan Giovannoni,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,7214.005152,33,,,,
Federico Salghetti-Drioli,SUI,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,7217.00496,34,,,,
Alexander Cooper,GBR,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,7257.001248,35,,,,
Stepan Khachatrian,RUS,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,7405.003584,36,,,,
Enzo Oumailia,FRA,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,7510.006368,37,,,,
Grgo Mujan,CRO,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,7529.004,38,,,,
David Ludvik,CZE,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,7551.006624,39,,,,
Isaac Dodds,GBR,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,7575.00768,40,,,,
Theo Druenne,MON,10/03/2021,LEN Cup,"Piombino, ITA",10,No Current,Neutral,51,7608.00384,41,,,,
end,,,2021_10_03_LEN_Piombino_10km,,,,,,,0,,,,
Gregorio Paltrinieri,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,6900.00768,1,,,,
Domenico Acerenza,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,6901.0056,2,,,,
Marc-Antoine Olivier,FRA,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,6903.009216,3,,,,
Kristof Rasovszky,HUN,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,6905.0016,4,,,,
Andrea Manzi,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,6912.002592,5,,,,
Dario Verani,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,6912.006048,6,,,,
Matteo Furlan,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,6912.006912,7,,,,
Mark Kovacsics,HUN,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,6915.00672,8,,,,
Adam Pinter,HUN,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,6944.999616,9,,,,
Zalan Sarkany,HUN,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,6946.006176,10,,,,
Andrea Filadelli,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,6948.003744,11,,,,
Martin Straka,CZE,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,6968.001888,12,,,,
Jan Hercog,AUT,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,7009.002144,13,,,,
David Betlehem,HUN,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,7018.001568,14,,,,
Seres Hunor Kovacs,HUN,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,7021.001376,15,,,,
Fabio Dalu,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,7038.009216,16,,,,
Lars Bottelier,NED,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,7196.003712,17,,,,
Ivan Giovannoni,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,7214.003424,18,,,,
Federico Salghetti-Drioli,SUI,10/09/2021,LEN Cup,"Alghero, ITA",10,No Current,Neutral,21,7215.001344,19,,,,
end,,,2021_10_09_LEN_Alghero_10km,,,,,,,0,,,,
