'02/07/2017',4
 '02/08/2017',4
 '02/09/2017',4
 '02/10/2017',4
 '02/11/2017',4
 '02/12/2017',4
 '02/13/2017',4
 '02/14/2017',4
 '02/15/2017',4
 '02/16/2017',4
 '02/17/2017',4
 '02/18/2017',4
 '02/19/2017',4
 '02/20/2017',4
 '02/21/2017',4
 '02/22/2017',4
 '02/23/2017',4
 '02/24/2017',4
 '02/25/2017',4
 '02/26/2017',4
 '02/27/2017',4
 '02/28/2017',4
 '03/01/2017',4
 '03/02/2017',4
 '03/03/2017',4
 '03/04/2017',4
 '03/05/2017',4
 '03/06/2017',4
 '03/07/2017',4
 '03/08/2017',4
 '03/09/2017',4
 '03/10/2017',4
 '03/11/2017',4
 '03/12/2017',4
 '03/13/2017',4
 '03/14/2017',4
 '03/15/2017',4
 '03/16/2017',4
 '03/17/2017',4
 '03/18/2017',4
 '03/19/2017',4
 '03/20/2017',4
 '03/21/2017',4
 '03/22/2017',3
 '03/23/2017',4
 '03/24/2017',4
 '03/25/2017',4
 '03/26/2017',4
 '03/27/2017',4
 '03/28/2017',4
 '03/29/2017',4
 '03/30/2017',4
 '03/31/2017',4
 '04/01/2017',4
 '04/02/2017',4
 '04/03/2017',4
 '04/04/2017',4
 '04/05/2017',4
 '04/06/2017',4
 '04/07/2017',4
 '04/08/2017',4
 '04/09/2017',4
 '04/10/2017',4
 '04/11/2017',4
 '04/12/2017',4
 '04/13/2017',4
 '04/14/2017',4
 '04/15/2017',4
 '04/16/2017',4
 '04/17/2017',4
 '04/18/2017',4
 '04/19/2017',4
 '04/20/2017',4
 '04/21/2017',4
 '04/22/2017',4
 '04/23/2017',4
 '04/24/2017',4
 '04/25/2017',4
 '04/26/2017',4
 '04/27/2017',4
 '04/28/2017',4
 '04/29/2017',4
 '04/30/2017',4
 '05/01/2017',4
 '05/02/2017',4
 '05/03/2017',4
 '05/04/2017',4
 '05/05/2017',4
 '05/06/2017',4
 '05/07/2017',4
 '05/08/2017',4
 '05/09/2017',4
 '05/10/2017',4
 '05/11/2017',4
 '05/12/2017',4
 '05/13/2017',4
 '05/14/2017',4
 '05/15/2017',4
 '05/16/2017',4
 '05/17/2017',4
 '05/18/2017',4
 '05/19/2017',4
 '05/20/2017',4
 '05/21/2017',4
 '05/22/2017',4
 '05/23/2017',4
 '05/24/2017',4
 '05/25/2017',4
 '05/26/2017',4
 '05/27/2017',4
 '05/28/2017',4
 '05/29/2017',4
 '05/30/2017',4
 '05/31/2017',4
 '06/01/2017',4
 '06/02/2017',4
 '06/03/2017',4
 '06/04/2017',4
 '06/05/2017',4
 '06/06/2017',4
 '06/07/2017',4
 '06/08/2017',4
 '06/09/2017',4
 '06/10/2017',4
 '06/11/2017',4
 '06/12/2017',4
 '06/13/2017',4
 '06/14/2017',4
 '06/15/2017',4
 '06/16/2017',4
 '06/17/2017',4
 '06/18/2017',4
 '06/19/2017',4
 '06/20/2017',4
 '06/21/2017',4
 '06/22/2017',4
 '06/23/2017',4
 '06/24/2017',4
 '06/25/2017',4
 '06/26/2017',4
 '06/27/2017',4
 '06/28/2017',4
 '06/29/2017',4
 '06/30/2017',4
 '07/01/2017',4
 '07/02/2017',4
 '07/03/2017',4
 '07/04/2017',4
 '07/05/2017',4
 '07/06/2017',4
 '07/07/2017',4
 '07/08/2017',4
 '07/09/2017',4
 '07/10/2017',4
 '07/11/2017',4
 '07/12/2017',4
 '07/13/2017',4
 '07/14/2017',4
 '07/15/2017',4
 '07/16/2017',2
 '07/17/2017',2
 '07/18/2017',2
 '07/19/2017',2
 '07/20/2017',2
 '07/21/2017',2
 '07/22/2017',2
 '07/23/2017',2
 '07/24/2017',2
 '07/25/2017',3
 '07/26/2017',2
 '07/27/2017',2
 '07/28/2017',2
 '07/29/2017',2
 '07/30/2017',2
 '07/31/2017',2
 '08/01/2017',2
 '08/02/2017',2
 '08/03/2017',2
 '08/04/2017',2
 '08/05/2017',2
 '08/06/2017',2
 '08/07/2017',2
 '08/08/2017',2
 '08/09/2017',2
 '08/10/2017',2
 '08/11/2017',2
 '08/12/2017',2
 '08/13/2017',2
 '08/14/2017',2
 '08/15/2017',2
 '08/16/2017',2
 '08/17/2017',2
 '08/18/2017',2
 '08/19/2017',2
 '08/20/2017',2
 '08/21/2017',2
 '08/22/2017',2
 '08/23/2017',2
 '08/24/2017',2
 '08/25/2017',2
 '08/26/2017',2
 '08/27/2017',2
 '08/28/2017',2
 '08/29/2017',2
 '08/30/2017',2
 '08/31/2017',2
 '09/01/2017',2
 '09/02/2017',2
 '09/03/2017',2
 '09/04/2017',2
 '09/05/2017',2
 '09/06/2017',2
 '09/07/2017',2
 '09/08/2017',2
 '09/09/2017',2
 '09/10/2017',2
 '09/11/2017',2
 '09/12/2017',2
 '09/13/2017',2
 '09/14/2017',2
 '09/15/2017',2
 '09/16/2017',2
 '09/17/2017',2
 '09/18/2017',2
 '09/19/2017',2
 '09/20/2017',2
 '09/21/2017',2
 '09/22/2017',2
 '09/23/2017',2
 '09/24/2017',2
 '09/25/2017',2
 '09/26/2017',2
 '09/27/2017',2
 '09/28/2017',2
 '09/29/2017',2
 '09/30/2017',2
 '10/01/2017',2
 '10/02/2017',2
 '10/03/2017',2
 '10/04/2017',2
 '10/05/2017',2
 '10/06/2017',2
 '10/07/2017',2
 '10/08/2017',2
 '10/09/2017',2
 '10/10/2017',2
 '10/11/2017',2
 '10/12/2017',2
 '10/13/2017',2
 '10/14/2017',2
 '10/15/2017',2
 '10/16/2017',2
 '10/17/2017',2
 '10/18/2017',2
 '10/19/2017',2
 '10/20/2017',2
 '10/21/2017',2
 '10/22/2017',2
 '10/23/2017',2
 '10/24/2017',2
 '10/25/2017',2
 '10/26/2017',2
 '10/27/2017',2
 '10/28/2017',2
 '10/29/2017',2
 '10/30/2017',2
 '10/31/2017',2
 '11/01/2017',2
 '11/02/2017',2
 '11/03/2017',2
 '11/04/2017',2
 '11/05/2017',2
 '11/06/2017',2
 '11/07/2017',2
 '11/08/2017',2
 '11/09/2017',2
 '11/10/2017',2
 '11/11/2017',2
 '11/12/2017',2
 '11/13/2017',2
 '11/14/2017',2
 '11/15/2017',2
 '11/16/2017',2
 '11/17/2017',2
 '11/18/2017',2
 '11/19/2017',2
 '11/20/2017',2
 '11/21/2017',2
 '11/22/2017',2
 '11/23/2017',2
 '11/24/2017',2
 '11/25/2017',2
 '11/26/2017',2
 '11/27/2017',2
 '11/28/2017',2
 '11/29/2017',2
 '11/30/2017',2
 '12/01/2017',2
 '12/02/2017',2
 '12/03/2017',2
 '12/04/2017',2
 '12/05/2017',2
 '12/06/2017',2
 '12/07/2017',2
 '12/08/2017',2
 '12/09/2017',2
 '12/10/2017',2
 '12/11/2017',2
 '12/12/2017',2
 '12/13/2017',2
 '12/14/2017',2
 '12/15/2017',2
 '12/16/2017',2
 '12/17/2017',2
 '12/18/2017',2
 '12/19/2017',2
 '12/20/2017',2
 '12/21/2017',2
 '12/22/2017',2
 '12/23/2017',2
 '12/24/2017',2
 '12/25/2017',2
 '12/26/2017',2
 '12/27/2017',2
 '12/28/2017',2
 '12/29/2017',2
 '12/30/2017',2
 '12/31/2017',2
 '01/01/2018',2
 '01/02/2018',2
 '01/03/2018',2
 '01/04/2018',2
 '01/05/2018',2
 '01/06/2018',2
 '01/07/2018',2
 '01/08/2018',2
 '01/09/2018',2
 '01/10/2018',2
 '01/11/2018',2
 '01/12/2018',2
 '01/13/2018',2
 '01/14/2018',2
 '01/15/2018',2
 '01/16/2018',2
 '01/17/2018',2
 '01/18/2018',2
 '01/19/2018',2
 '01/20/2018',2
 '01/21/2018',3
 '01/22/2018',3
 '01/23/2018',3
 '01/24/2018',3
 '01/25/2018',3
 '01/26/2018',3
 '01/27/2018',3
 '01/28/2018',3
 '01/29/2018',3
 '01/30/2018',3
 '01/31/2018',3
 '02/01/2018',3
 '02/02/2018',3
 '02/03/2018',3
 '02/04/2018',3
 '02/05/2018',3
 '02/06/2018',3
 '02/07/2018',3
 '02/08/2018',3
 '02/09/2018',3
 '02/10/2018',3
 '02/11/2018',3
 '02/12/2018',3
 '02/13/2018',3
 '02/14/2018',3
 '02/15/2018',3
 '02/16/2018',3
 '02/17/2018',3
 '02/18/2018',3
 '02/19/2018',3
 '02/20/2018',3
 '02/21/2018',3
 '02/22/2018',3
 '02/23/2018',3
 '02/24/2018',3
 '02/25/2018',3
 '02/26/2018',3
 '02/27/2018',3
 '02/28/2018',3
 '03/01/2018',3
 '03/02/2018',3
 '03/03/2018',3
 '03/04/2018',3
 '03/05/2018',3
 '03/06/2018',3
 '03/07/2018',3
 '03/08/2018',3
 '03/09/2018',3
 '03/10/2018',3
 '03/11/2018',3
 '03/12/2018',3
 '03/13/2018',3
 '03/14/2018',3
 '03/15/2018',3
 '03/16/2018',3
 '03/17/2018',3
 '03/18/2018',3
 '03/19/2018',3
 '03/20/2018',3
 '03/21/2018',3
 '03/22/2018',3
 '03/23/2018',3
 '03/24/2018',3
 '03/25/2018',3
 '03/26/2018',3
 '03/27/2018',3
 '03/28/2018',3
 '03/29/2018',3
 '03/30/2018',3
 '03/31/2018',3
 '04/01/2018',3
 '04/02/2018',3
 '04/03/2018',3
 '04/04/2018',3
 '04/05/2018',3
 '04/06/2018',3
 '04/07/2018',3
 '04/08/2018',3
 '04/09/2018',3
 '04/10/2018',3
 '04/11/2018',3
 '04/12/2018',3
 '04/13/2018',3
 '04/14/2018',3
 '04/15/2018',3
 '04/16/2018',3
 '04/17/2018',3
 '04/18/2018',3
 '04/19/2018',3
 '04/20/2018',3
 '04/21/2018',3
 '04/22/2018',3
 '04/23/2018',3
 '04/24/2018',3
 '04/25/2018',3
 '04/26/2018',3
 '04/27/2018',3
 '04/28/2018',3
 '04/29/2018',3
 '04/30/2018',3
 '05/01/2018',3
 '05/02/2018',3
 '05/03/2018',3
 '05/04/2018',3
 '05/05/2018',3
 '05/06/2018',3
 '05/07/2018',3
 '05/08/2018',3
 '05/09/2018',3
 '05/10/2018',3
 '05/11/2018',3
 '05/12/2018',3
 '05/13/2018',3
 '05/14/2018',3
 '05/15/2018',3
 '05/16/2018',3
 '05/17/2018',3
 '05/18/2018',3
 '05/19/2018',3
 '05/20/2018',3
 '05/21/2018',3
 '05/22/2018',3
 '05/23/2018',3
 '05/24/2018',3
 '05/25/2018',3
 '05/26/2018',3
 '05/27/2018',3
 '05/28/2018',3
 '05/29/2018',3
 '05/30/2018',3
 '05/31/2018',3
 '06/01/2018',3
 '06/02/2018',3
 '06/03/2018',3
 '06/04/2018',3
 '06/05/2018',3
 '06/06/2018',3
 '06/07/2018',3
 '06/08/2018',3
 '06/09/2018',3
 '06/10/2018',3
 '06/11/2018',3
 '06/12/2018',3
 '06/13/2018',3
 '06/14/2018',3
 '06/15/2018',3
 '06/16/2018',3
 '06/17/2018',3
 '06/18/2018',3
 '06/19/2018',3
 '06/20/2018',3
 '06/21/2018',3
 '06/22/2018',3
 '06/23/2018',3
 '06/24/2018',3
 '06/25/2018',3
 '06/26/2018',3
 '06/27/2018',2
 '06/28/2018',2
 '06/29/2018',2
 '06/30/2018',2
 '07/01/2018',2
 '07/02/2018',2
 '07/03/2018',2
 '07/04/2018',2
 '07/05/2018',2
 '07/06/2018',2
 '07/07/2018',2
 '07/08/2018',2
 '07/09/2018',2
 '07/10/2018',1
 '07/11/2018',1
 '07/12/2018',1
 '07/13/2018',1
 '07/14/2018',1
 '07/15/2018',1
 '07/16/2018',1
 '07/17/2018',1
 '07/18/2018',1
 '07/19/2018',1
 '07/20/2018',1
 '07/21/2018',1
 '07/22/2018',1
 '07/23/2018',1
 '07/24/2018',1
 '07/25/2018',1
 '07/26/2018',1
 '07/27/2018',1
 '07/28/2018',1
 '07/29/2018',1
 '07/30/2018',1
 '07/31/2018',1
 '08/01/2018',1
 '08/02/2018',1
 '08/03/2018',1
 '08/04/2018',1
 '08/05/2018',1
 '08/06/2018',1
 '08/07/2018',1
 '08/08/2018',1
 '08/09/2018',1
 '08/10/2018',1
 '08/11/2018',1
 '08/12/2018',1
 '08/13/2018',1
 '08/14/2018',1
 '08/15/2018',1
 '08/16/2018',1
 '08/17/2018',1
 '08/18/2018',1
 '08/19/2018',1
 '08/20/2018',1
 '08/21/2018',1
 '08/22/2018',1
 '08/23/2018',1
 '08/24/2018',1
 '08/25/2018',1
 '08/26/2018',1
 '08/27/2018',1
 '08/28/2018',1
 '08/29/2018',1
 '08/30/2018',1
 '08/31/2018',1
 '09/01/2018',1
 '09/02/2018',1
 '09/03/2018',1
 '09/04/2018',1
 '09/05/2018',1
 '09/06/2018',1
 '09/07/2018',1
 '09/08/2018',1
 '09/09/2018',1
 '09/10/2018',1
 '09/11/2018',1
